Price,Address,Floor,Bathroom,Bedroom,Land,Road,Face
26500000,Talchhikhel ,3,4,4,1026.75,13,West
32500000,Talchhikhel ,3,3,5,1026.75,13,West
37500000,Talchhikhel ,3,5,6,1711.25,13,West
26000000,Talchhikhel ,3,3,2,1369,13,West
60000000,Talchhikhel ,3,5,5,1711.25,13,West
33500000,Talchhikhel ,3,4,8,1711.25,13,West
42500000,Talchhikhel ,3,5,9,1437.45,13,West
38000000,Talchhikhel ,3,4,5,1437.45,13,West
45000000,Talchhikhel ,3,5,4,1369,13,West
29500000,Talchhikhel ,3,5,6,1369,13,West
27000000,Talchhikhel ,3,4,4,1026.75,13,West
22000000,Talchhikhel ,3,4,5,1026.75,13,West
27000000,Talchhikhel ,3,4,4,1026.75,13,West
27500000,Talchhikhel ,3,4,5,1026.75,13,West
25500000,Talchhikhel ,3,4,5,1026.75,13,West
33000000,Talchhikhel ,3,4,6,1026.75,13,West
33000000,Talchhikhel ,3,4,5,1026.75,13,West
24000000,Talchhikhel ,3,4,6,1060.975,13,West
29500000,Talchhikhel ,3,4,5,1095.2,13,West
22500000,Talchhikhel ,3,4,6,1197.87,13,West
37500000,Talchhikhel ,3,5,5,1369,13,West
13500000,Talchhikhel ,3,3,5,1369,13,West
34500000,Talchhikhel ,3,4,5,1369,13,West
31500000,Talchhikhel ,3,4,4,1026.75,13,West
26500000,Talchhikhel ,3,4,4,1026.75,13,West
32500000,Talchhikhel ,3,4,6,1026.75,13,West
25500000,Talchhikhel ,3,4,5,1026.75,13,West
23000000,Talchhikhel ,3,3,7,1026.75,13,West
22500000,Talchhikhel ,3,4,4,684.5,13,West
28500000,Talchhikhel ,3,4,4,941.18,13,West
24000000,Talchhikhel ,3,3,4,1026.75,13,West
23000000,Talchhikhel ,3,3,7,1026.75,13,West
28000000,Talchhikhel ,3,3,7,1026.75,13,West
27000000,Talchhikhel ,3,3,5,1026.75,13,West
32000000,Talchhikhel ,3,5,4,1369,13,West
31500000,Talchhikhel ,3,4,5,1026.75,13,West
26500000,Talchhikhel ,2.5,5,5,1026.75,13,West
38000000,Talchhikhel ,2.5,4,6,1369,13,West
65000000,Talchhikhel ,2.5,4,6,2053.5,13,West
22500000,Talchhikhel ,2.5,4,5,941.18,13,West
26500000,Talchhikhel ,2.5,4,8,598.93,13,West
31000000,Talchhikhel ,2.5,4,5,1026.75,13,West
47500000,Talchhikhel ,2.5,5,7,1369,13,West
28000000,Talchhikhel ,2.5,4,8,1711.25,13,West
70000000,Talchhikhel ,2.5,5,4,2053.5,13,West
32500000,Tokha,2.5,3,3,1369,13,West
35000000,Tokha,2.5,4,5,1711.25,13,West
22500000,Tokha,3,3,5,1026.75,13,West
24500000,Tokha,3,3,6,1026.75,13,West
26500000,Tokha,3,3,6,1369,13,West
25500000,Tokha,3,4,6,1369,13,West
25500000,Tokha,3,5,6,1369,13,West
27500000,Tokha,2.5,5,7,1026.75,13,West
36000000,Tokha,3,4,7,1497.34,13,West
28000000,Tokha,3,4,6,1283.43,13,West
26000000,Tokha,3,4,3,1112.31,13,West
22500000,Tokha,3,3,4,1026.75,13,West
30000000,Tokha,2.5,5,9,1197.875,13,West
25000000,Tokha,3,2,3,1711.25,13,West
67500000,Tokha,2.5,4,3,2395.75,13,West
25000000,Tokha,3,3,4,1369,13,West
30000000,Tokha,2.5,4,4,1369,13,West
32500000,Tokha,3,3,5,1711.25,13,West
33000000,Tokha,3,2,3,1369,13,West
37500000,Tokha,3,3,5,1283.43,13,West
27500000,Tokha,3,4,6,1197.875,13,West
22000000,Tokha,3,4,5,1026.75,13,West
27000000,Tokha,3,4,6,1711.25,13,West
19500000,Tokha,2.5,3,5,1026.75,13,West
14200000,Tokha,2,2,4,1112.3125,13,West
17800000,Tokha,3,6,5,1112.3125,12,South
19000000,Tokha,2,3,4,2930.515625,12,East
21000000,Tokha,3,6,6,1026.75,13,East
22000000,Tokha,3,5,5,1112.3125,13,East
23000000,Tokha,3,5,6,1369,13,East
23500000,Tokha,3,6,7,1283.4375,15,East
24000000,Tokha,3,3,5,1026.75,11,South
24500000,Tokha,3,3,7,1540.125,10,South East
25000000,Tokha,2,3,4,1112.3125,12,East
25000000,Tokha,3,6,7,1882.375,18,West
26000000,Tokha,2.5,3,6,1369,10,North East
26000000,Tokha,3,4,3,1112.3125,13,South West
26000000,Tokha,2.5,4,3,1026.75,14,South West
26000000,Tokha,2.5,4,5,1500,20,East
26500000,Tokha,2.5,3,6,1026.75,13,West
28000000,Tokha,2.5,5,5,1471.675,15,South
29000000,Tokha,3,5,6,1369,13,South
29500000,Tokha,2,3,4,1369,13,East
30000000,Tokha,3,5,6,1711.25,14,North
33500000,Tokha,3,6,6,1369,14,South East
37500000,Tokha,3,4,6,1369,13,East
41000000,Tokha,3,4,5,1411.78125,20,South East
45000000,Tokha,2.5,3,5,1779.7,12,North East
53000000,Tokha,3,4,6,2823.5625,15,West
70000000,Tokha,2.5,6,5,2806.45,18,West
70000000,Tokha,3,7,5,2909.125,18,North West
58000000,Tokha,3,3,4,3422.5,13,West
23500000,Tokha,3,4,5,1026.75,13,West
80000000,Tokha,3,4,5,3175.4355,13,West
29000000,Tokha,3,5,7,1369,13,West
57500000,Tokha,2.5,3,5,3422.5,13,West
52500000,Tokha,2.5,3,3,2053.5,13,West
30000000,Hattigauda,3,3,4,1095.2,13,West
62500000,Hattigauda,2.5,5,6,2053.5,13,West
25000000,Hattigauda,2,3,5,1711.25,13,West
42000000,Hattigauda,2.5,5,4,1711.25,13,West
67500000,Hattigauda,2.5,2,4,2053.5,13,West
34500000,Hattigauda,3,5,5,1540.125,13,West
33000000,Hattigauda,3,4,7,2053.5,13,West
46000000,Hattigauda,3,5,4,1779.7,13,West
35000000,Hattigauda,3,4,6,1711.25,13,West
52500000,Hattigauda,3,3,4,3080.25,13,West
34500000,Hattigauda,3,4,5,1540.125,13,West
35200000,Hattigauda,3,4,5,1390.39,13,West
31500000,Hattigauda,3,4,6,1369,13,West
31500000,Hattigauda,3,5,6,1369,13,West
39500000,Hattigauda,3,5,5,1369,13,West
36800000,Hattigauda,3.5,4,4,1369,13,West
35000000,Hattigauda,3.5,4,5,1369,13,West
58000000,Hattigauda,3,4,8,2053.5,13,West
31500000,Hattigauda,2.5,3,5,1197.875,13,West
35000000,Hattigauda,2.5,5,7,1711.25,13,West
53000000,Hattigauda,2.5,4,6,3114.475,13,West
58000000,Hattigauda,2.5,3,8,2053.5,13,West
50000000,Hattigauda,2.5,4,5,2395.75,13,West
42500000,Hattigauda,3,5,5,1369,13,West
35000000,Hattigauda,3,4,5,3080.25,13,West
27500000,Hattigauda,3,3,4,1540.12,13,West
26500000,Hattigauda,3,3,5,1026.75,13,West
27000000,Hattigauda,3,4,4,1060.975,13,West
22000000,Hattigauda,3,3,6,1112.31,13,West
17500000,Hattigauda,3,4,8,1112.3125,13,West
27500000,Hattigauda,2.5,3,6,1095.2,13,West
26500000,Hattigauda,3,6,6,1711.25,14,West
28000000,Hattigauda,2.5,3,5,1369,12,East
28500000,Hattigauda,3,5,5,1369,15,North
31000000,Hattigauda,3,5,6,1711.25,13,North
33400000,Hattigauda,3,5,5,1711.25,13,South West
33400000,Hattigauda,2.5,5,5,1754.03,13,South East
33500000,Hattigauda,3,5,5,2139.0625,13,North West
33500000,Hattigauda,3,5,5,2139.0625,14,North West
34000000,Hattigauda,2.5,4,6,2395.75,13,South West
34000000,Hattigauda,3,3,4,1369,13,South East
34500000,Hattigauda,3,5,5,1711.25,13,South
34500000,Hattigauda,2.5,4,5,1711.25,13,South
35500000,Hattigauda,3,5,5,2139.0625,13,North West
35500000,Hattigauda,2,4,4,2139.0625,15,East
36500000,Hattigauda,3,3,5,2224.625,13,North East
36500000,Hattigauda,3,3,4,2121.95,13,North East
36500000,Hattigauda,2.5,5,5,2121.95,15,East
37500000,Hattigauda,2,2,5,2139.05,12,East
37500000,Hattigauda,2,3,4,1711.25,15,South East
37500000,Hattigauda,2.5,5,7,2053.5,14,North East
39000000,Hattigauda,3.5,7,5,1745.475,13,North
45000000,Hattigauda,3,5,5,2053.5,13,North
45000000,Hattigauda,3,4,5,1882.375,13,East
45000000,Hattigauda,3,6,6,3165.8125,13,East
45000000,Hattigauda,3,4,6,1711.25,13,North
45000000,Hattigauda,2.5,5,6,1711.25,15,North East
50000000,Hattigauda,2.5,5,4,1540.125,20,West
57500000,Hattigauda,2.5,5,6,2053.5,15,South East
65000000,Hattigauda,2.5,7,6,2121.95,14,East
77000000,Hattigauda,2.5,5,4,2121.95,20,West
24000000,Tikathali,2.5,3,3,3300,13,West
24000000,Tikathali,3,4,4,1026.75,13,West
22000000,Tikathali,3,3,5,1026.75,13,West
22500000,Tikathali,2.5,3,4,1026.75,13,West
25000000,Tikathali,2.5,4,6,1369,13,West
14500000,Tikathali,2.5,3,4,1026.75,13,West
23000000,Tikathali,2.5,2,4,1369,13,West
24000000,Tikathali,3,4,5,787.175,13,West
19000000,Tikathali,3,3,4,1005.35,13,West
24000000,Tikathali,3,4,5,1026.75,13,West
23500000,Tikathali,3,4,5,1026.75,13,West
23000000,Tikathali,3,2,6,1095.2,13,West
18500000,Tikathali,3,3,5,1219.26,13,West
24000000,Tikathali,3,4,6,1283.4375,13,West
23000000,Tikathali,3,2,6,1369,13,West
21800000,Tikathali,3,4,7,1026.75,13,West
25500000,Tikathali,3,3,7,1219.26,13,West
24000000,Tikathali,3,3,5,1369,13,West
22000000,Tikathali,2.5,4,5,1095.2,13,West
35000000,Tikathali,2.5,4,5,1369,13,West
23000000,Tikathali,2.5,4,4,1129.425,13,West
29000000,Tikathali,2.5,4,4,1026.75,13,West
29000000,Tikathali,2.5,3,5,1369,13,West
37500000,Tikathali,3,4,6,1369,13,West
15000000,Tikathali,2.5,2,5,1133.703125,10,East
16500000,Tikathali,3,3,6,1026.75,10,South
17000000,Tikathali,2,2,3,1369,13,West
18500000,Tikathali,3,3,3,855.625,10,North East
18500000,Tikathali,2.5,2,4,1026.75,13,South
19500000,Tikathali,2.5,3,5,752.95,13,West
19500000,Tikathali,3,3,5,1112.3125,13,North
19500000,Tikathali,2,4,5,1561.515625,15,South East
19900000,Tikathali,3,4,5,941.1875,13,East
21500000,Tikathali,2.5,3,9,787.175,13,East
21500000,Tikathali,2.5,4,6,1369,20,West
22000000,Tikathali,2.5,4,6,600,12,South East
22000000,Tikathali,2.5,5,6,1026.75,13,South East
22500000,Tikathali,2.5,3,6,1112.3125,12,North
22500000,Tikathali,3,3,6,1197.875,12,East
22500000,Tikathali,2.5,4,4,1155.09,13,South
23000000,Tikathali,3,3,6,1069.53125,12,South
23000000,Tikathali,2.5,4,6,1197.875,12,South East
23000000,Tikathali,2.5,3,4,1026.75,13,South
23000000,Tikathali,2.5,3,7,1026.75,13,South
23000000,Tikathali,2.5,4,4,1026.75,13,East
23500000,Tikathali,2.5,4,5,1112.3125,13,South East
23500000,Tikathali,2.5,3,7,1112.3125,20,West
24100000,Tikathali,2.5,3,7,1026.75,13,North West
24500000,Tikathali,2.5,5,6,1197.875,16,East
25000000,Tikathali,2.5,3,6,1060.975,13,North
25000000,Tikathali,2.5,4,4,1133.7,13,East
25000000,Tikathali,2.5,3,6,1112.3125,13,South West
25000000,Tikathali,2.5,5,6,1112.3125,13,South
25000000,Tikathali,2.5,3,3,1197.875,13,South West
25000000,Tikathali,2.5,5,6,1026.75,16,East
26000000,Tikathali,2.5,3,7,1197.875,12,East
26000000,Tikathali,2.5,3,5,1882.37,12,West
27000000,Tikathali,2.5,4,7,1403.225,13,North West
29500000,Tikathali,2,5,5,1095.2,13,East
35000000,Tikathali,3,5,6,1369,10,North East
37500000,Tikathali,2.5,4,5,1283.4375,13,South East
27500000,Tikathali,3,4,5,1095.2,13,West
18000000,Tikathali,3,4,5,1197.875,13,West
31000000,Sitapaila,3,3,5,1197.87,13,West
45000000,Sitapaila,3,4,5,2738,13,West
25000000,Sitapaila,3,4,4,2395.75,13,West
28500000,Sitapaila,3,3,6,1240.65,13,West
27000000,Sitapaila,3,2,5,1197.875,13,West
30000000,Sitapaila,3,3,6,1026.75,13,West
40000000,Sitapaila,3,5,7,1540.125,13,West
16000000,Sitapaila,3,3,5,855.625,13,West
12000000,Sitapaila,2,2,4,1112.3125,13,North East
14500000,Sitapaila,2.5,3,3,1095.2,10,East
15500000,Sitapaila,3,3,5,855.625,13,South
17000000,Sitapaila,2.5,2,4,1048.14,15,East
17500000,Sitapaila,2.5,4,5,1112.3125,16,North
17500000,Sitapaila,2.5,3,3,1347.6,10,South West
18000000,Sitapaila,3,4,4,1112.3125,13,North
18500000,Sitapaila,2,3,3,1283.4375,10,South
20500000,Sitapaila,2.5,4,4,1283.4375,13,East
21000000,Sitapaila,2,2,5,1197.875,13,South
21000000,Sitapaila,2.5,5,6,1369,14,East
21500000,Sitapaila,2.5,4,4,1283.43,13,East
22000000,Sitapaila,3,4,3,1026.75,14,East
22000000,Sitapaila,3.5,3,7,787.175,15,North West
22500000,Sitapaila,2.5,3,4,1060.975,18,North
23500000,Sitapaila,2.5,3,3,752.95,13,South East
23500000,Sitapaila,2,3,7,1240.65625,13,East
24000000,Sitapaila,2.5,4,4,1369,13,East
24000000,Sitapaila,3,5,8,1369,14,West
24000000,Sitapaila,2.5,4,4,1437.45,16,North
25000000,Sitapaila,3.5,3,6,1369,20,North
25300000,Sitapaila,2.5,5,5,1390.39,13,East
25500000,Sitapaila,3,4,5,1475.953125,13,East
25500000,Sitapaila,3,6,6,1369,13,East
26000000,Sitapaila,3,5,8,85.5625,14,West
26000000,Sitapaila,2.5,3,5,1403.225,16.5,South
26500000,Sitapaila,2.5,4,6,1129.425,20,West
27000000,Sitapaila,2.5,3,4,1403.225,13,East
27000000,Sitapaila,2.5,4,5,1540.125,13,North
27000000,Sitapaila,2.5,4,4,1095.2,20,South
27500000,Sitapaila,2.5,4,4,1090.92,12,North East
29000000,Sitapaila,2.5,4,4,1711.25,10,West
29000000,Sitapaila,3,4,6,2053.5,10,East
29500000,Sitapaila,2.5,5,5,1711.25,13,North
29500000,Sitapaila,2.5,3,4,1437.45,16,South
29500000,Sitapaila,3,3,4,2395.75,20,South East
30000000,Sitapaila,2,4,6,1369,11,North West
30000000,Sitapaila,2.5,3,6,1437.45,12,North
30000000,Sitapaila,2.5,2,2,1197.875,13,East
30500000,Sitapaila,2.5,5,6,2395.75,18,East
31000000,Sitapaila,2.5,4,5,1369,13,South East
31500000,Sitapaila,2.5,5,5,1711.25,13,East
31500000,Sitapaila,2.5,5,6,1818.2,16,East
35500000,Sitapaila,2.5,4,6,1500,10,East
35500000,Sitapaila,3,4,6,1369,12,East
36500000,Sitapaila,2.5,3,4,1437.45,20,North East
37500000,Sitapaila,2.5,3,4,2395.75,13,South
38000000,Sitapaila,3.5,7,7,2156.175,11.5,East
38000000,Sitapaila,2.5,6,6,2053.5,13,East
47000000,Sitapaila,2.5,3,5,2121.95,20,West
49500000,Sitapaila,3.5,7,8,2806.45,12,South East
53600000,Sitapaila,3.5,4,3,2203.234375,20,North
54000000,Sitapaila,2.5,1,1,2806.45,13,South West
46500000,Sitapaila,2.5,2,3,1882.375,13,West
26600000,Sitapaila,3,3,4,1369,13,West
20000000,Sitapaila,3,3,5,1026.75,13,West
55000000,Sitapaila,3,4,4,2395.75,13,West
55000000,Sitapaila,3,3,5,3080.25,13,West
37500000,Sitapaila,3,4,4,1369,13,West
20000000,Sitapaila,2.5,3,5,1540.125,13,West
38000000,Sitapaila,2.5,4,7,2395.75,13,West
25000000,Bhaisepati,3,3,4,1026.75,13,West
15500000,Bhaisepati,3,2,4,1437.45,13,West
36000000,Bhaisepati,2.5,4,5,1711.25,13,West
32500000,Bhaisepati,2.5,5,5,1240.65,13,West
36000000,Bhaisepati,2.5,5,5,1369,13,West
60000000,Bhaisepati,3,3,5,3422.5,13,West
75000000,Bhaisepati,2.5,4,3,2053.5,13,West
19000000,Bhaisepati,3,5,4,1900,15,East
21000000,Bhaisepati,2.5,5,5,1026.75,12,South East
24500000,Bhaisepati,2.5,5,4,1219.265625,20,South
25000000,Bhaisepati,3,4,6,1369,13,North
25000000,Bhaisepati,3.5,5,4,1026.75,16,South East
26500000,Bhaisepati,2.5,5,5,1095.2,16,North West
27500000,Bhaisepati,2.5,4,5,1369,13,South
27500000,Bhaisepati,2.5,4,3,1369,13,West
27500000,Bhaisepati,2,3,5,1475.953125,20,East
27500000,Bhaisepati,2.5,5,4,1095.2,20,South
28000000,Bhaisepati,2.5,4,4,1471.675,16,East
28500000,Bhaisepati,2.5,4,6,1411.78,13,East
28500000,Bhaisepati,3,4,5,1647.078125,13,South East
28500000,Bhaisepati,2,4,4,1133.703125,13,East
28500000,Bhaisepati,3,5,3,1540.125,18,South West
29500000,Bhaisepati,2.5,4,4,1369,20,East
29500000,Bhaisepati,2.5,5,6,1095.2,20,South East
30000000,Bhaisepati,2,4,5,1026.75,12,West
30000000,Bhaisepati,3,3,4,1283.4375,13,West
30000000,Bhaisepati,2.5,4,4,1369,14,East
31000000,Bhaisepati,2.5,4,5,1129.425,15,South West
31000000,Bhaisepati,2.5,5,4,1369,18,South East
31000000,Bhaisepati,3,3,4,1369,18,South East
31500000,Bhaisepati,3,4,4,1625.6875,12,South
32000000,Bhaisepati,2.5,4,4,1129.425,16.5,North East
32500000,Bhaisepati,2.5,4,4,1129.425,13,South East
32500000,Bhaisepati,2.5,4,4,1129.425,13,South West
32500000,Bhaisepati,3,5,4,1369,20,West
33500000,Bhaisepati,2.5,3,5,1711.25,13,East
33500000,Bhaisepati,2.5,4,5,1796.81,14,North East
35000000,Bhaisepati,2,3,3,1095.2,16,North
35000000,Bhaisepati,3,4,5,1411.78,20,South East
35000000,Bhaisepati,3,4,4,1197.875,20,East
36000000,Bhaisepati,2.5,7,7,1711.25,20,South West
37000000,Bhaisepati,2.5,4,4,1711.25,16,East
37000000,Bhaisepati,2.5,5,6,1369,16,North West
37500000,Bhaisepati,2.5,4,4,2224.625,13,North West
37500000,Bhaisepati,2.5,6,6,1369,16,North West
37500000,Bhaisepati,3,4,3,1540.125,18,South
38000000,Bhaisepati,2.5,3,4,1403.225,10,South East
38000000,Bhaisepati,2.5,1,4,1403.225,12,North East
38000000,Bhaisepati,3,4,4,1129.425,13,East
38000000,Bhaisepati,3,4,4,1197.875,13,East
38000000,Bhaisepati,2.5,4,4,1745.475,15,South East
38000000,Bhaisepati,2.5,5,5,1779.7,18,North East
38500000,Bhaisepati,2,4,3,1437.45,13.5,South
38500000,Bhaisepati,2.5,4,4,1060.975,16,East
39077000,Bhaisepati,3,4,4,2909.125,16,South
39900000,Bhaisepati,2.5,4,4,1711.25,15,East
40000000,Bhaisepati,2.5,3,3,1369,17,North
40000000,Bhaisepati,2.5,4,6,1437.45,20,South East
40000000,Bhaisepati,2.5,4,5,1711.25,20,West
41000000,Bhaisepati,2,5,5,1369,13,South West
41000000,Bhaisepati,2.5,4,4,1129.425,20,North
42500000,Bhaisepati,3,3,7,1711.25,20,South
44000000,Bhaisepati,2.5,1,1,1711.25,13,South East
44000000,Bhaisepati,2.5,4,4,1129.425,20,North
44500000,Bhaisepati,2.5,5,3,2121.95,17,North West
45000000,Bhaisepati,3,5,4,1711.25,16,South West
45000000,Bhaisepati,2.5,4,5,1437.45,13,South East
45000000,Bhaisepati,2.5,5,5,3125,14,West
45000000,Bhaisepati,2,4,4,1711.25,16,South
45000000,Bhaisepati,2.5,5,5,1711.25,18,North East
45000000,Bhaisepati,2.5,5,4,1437.45,20,South East
46500000,Bhaisepati,3,4,4,1369,13,East
46500000,Bhaisepati,2.5,4,4,1369,14,South East
47500000,Bhaisepati,2.5,4,5,1437.45,13,South East
49500000,Bhaisepati,2.5,4,4,1369,13,South East
49500000,Bhaisepati,3.5,8,7,1813.925,16,North East
50000000,Bhaisepati,2.5,6,5,1796.8125,15,North East
50000000,Bhaisepati,2.5,5,4,2053.5,13,South
50000000,Bhaisepati,2.5,3,4,1711.25,13,East
51000000,Bhaisepati,2.5,4,5,1711.25,20,West
53000000,Bhaisepati,2,4,4,1882.375,13,South
55000000,Bhaisepati,2,4,3,1437.45,13.5,South
55000000,Bhaisepati,2.5,5,4,1711.25,16,South West
55000000,Bhaisepati,2.5,4,5,1779.7,16,South East
55000000,Bhaisepati,2.5,5,4,1711.25,20,South West
59500000,Bhaisepati,2.5,5,5,2053.5,16.5,South West
60000000,Bhaisepati,2.5,4,6,2738,12,North
62500000,Bhaisepati,2.5,6,5,2121.95,13,South West
62500000,Bhaisepati,2.5,3,3,1813.925,16,South West
69500000,Bhaisepati,2.5,3,6,2121.95,20,South East
70000000,Bhaisepati,3.5,5,4,2053.5,13,West
75000000,Bhaisepati,2.5,5,6,2121.95,20,South East
78000000,Bhaisepati,2.5,5,4,2053.5,13,North East
38000000,Bhaisepati,3.5,4,4,1095.2,13,West
40000000,Bhaisepati,2.5,4,5,1711.25,13,West
50000000,Bhaisepati,2.5,3,5,1796.8125,13,West
58000000,Bhaisepati,3.5,4,5,3251.375,13,West
25000000,Bhaisepati,2.5,5,4,1026.75,13,West
87500000,Bhaisepati,2.5,4,4,2156.175,13,West
38000000,Bhaisepati,2.5,4,4,1197.875,13,West
85000000,Bhaisepati,2.5,5,4,2738,13,West
50000000,Bhaisepati,3,5,4,1882.37,13,West
70000000,Bhaisepati,3,3,5,2121.95,13,West
28500000,Bhaisepati,3,3,4,1197.875,13,West
31100000,Bhaisepati,3.5,4,4,1163.65,13,West
35000000,Bhaisepati,3.5,2,1,1197.87,13,West
35600000,Bhaisepati,3.5,4,3,1390.39,13,West
45000000,Bhaisepati,3.5,4,4,1540.125,13,West
68000000,Bhaisepati,3.5,5,5,2053.5,13,West
51000000,Bhaisepati,3.5,5,7,1916.6,13,West
46000000,Bhaisepati,3.5,3,4,1540.125,13,West
25000000,Bhaisepati,3,4,4,855.625,13,West
31000000,Bhaisepati,3,4,7,1197.87,13,West
42500000,Bhaisepati,3,4,7,1711.25,13,West
45000000,Bhaisepati,2.5,3,6,2053.5,13,West
47500000,Bhaisepati,2.5,5,8,1882.375,13,West
37000000,Bhaisepati,2.5,4,5,1369,13,West
33500000,Bhaisepati,2.5,4,3,1349.0973,13,West
40000000,Bhaisepati,2.5,4,5,1967.93,13,West
50000000,Bhaisepati,2.5,4,4,1625.6875,13,West
26500000,Budhanilkantha,2.5,5,6,1095.2,13,West
21000000,Budhanilkantha,2.5,4,6,1026.75,13,West
36000000,Budhanilkantha,2.5,4,7,1711.25,13,West
62500000,Budhanilkantha,2.5,4,5,2395.75,13,West
51500000,Budhanilkantha,2.5,4,4,1711.25,13,West
42500000,Budhanilkantha,2.5,4,5,1369,13,West
17000000,Budhanilkantha,2.5,3,4,1026.75,13,West
12000000,Budhanilkantha,2.5,3,4,1026.75,13,West
17500000,Budhanilkantha,2.5,3,3,1026.75,13,West
57500000,Budhanilkantha,3,4,4,2909.125,13,West
39000000,Budhanilkantha,3,4,3,2652.43,13,West
49000000,Budhanilkantha,3,5,6,1711.25,13,West
47500000,Budhanilkantha,3,5,3,2053.5,13,West
65000000,Budhanilkantha,3,5,5,2395.75,13,West
35000000,Budhanilkantha,3,3,4,2395.75,13,West
67500000,Budhanilkantha,3,4,5,2310.1875,13,West
65000000,Budhanilkantha,3,3,5,2566.875,13,West
82000000,Budhanilkantha,2.5,3,5,1369,13,West
21000000,Budhanilkantha,2.5,3,4,1026.75,13,West
13500000,Budhanilkantha,2,2,2,1711.25,13,West
17000000,Budhanilkantha,2.5,2,2,1369,13,West
40000000,Budhanilkantha,2.5,2,2,1711.25,13,West
39000000,Budhanilkantha,2.5,4,4,2053.5,13,West
51000000,Budhanilkantha,2.5,5,5,1711.25,13,West
17000000,Budhanilkantha,2.5,2,6,1437.45,13,West
41500000,Budhanilkantha,2.6,4,5,2121.95,13,West
37500000,Budhanilkantha,3,3,6,2053.5,13,West
29000000,Budhanilkantha,3,4,5,1060.975,13,West
27500000,Budhanilkantha,3,3,8,1711.25,13,West
38500000,Budhanilkantha,3,5,6,1604.29,13,West
38000000,Budhanilkantha,3,5,5,1711.25,13,West
60000000,Budhanilkantha,3,5,8,2053.5,13,West
25000000,Budhanilkantha,3,5,5,1540.125,13,West
35000000,Budhanilkantha,3,4,4,1369,13,West
42500000,Budhanilkantha,3,5,5,1369,13,West
42500000,Budhanilkantha,3,5,4,1369,13,West
34000000,Budhanilkantha,3,4,5,1369,13,West
28000000,Budhanilkantha,3,4,5,1369,13,West
31500000,Budhanilkantha,3,5,9,1369,13,West
24500000,Budhanilkantha,3,3,3,1129.425,13,West
28000000,Budhanilkantha,3,5,4,1026.75,13,West
21000000,Budhanilkantha,3,5,9,1026.75,13,West
30000000,Budhanilkantha,3.5,3,4,1711.25,13,West
49500000,Budhanilkantha,3.5,5,5,1711.25,13,West
45000000,Budhanilkantha,3.5,2,5,1711.25,13,West
46000000,Budhanilkantha,3.5,5,5,1711.25,13,West
47000000,Budhanilkantha,3.5,5,4,2053.5,13,West
33000000,Budhanilkantha,3.5,4,6,2738,13,West
60000000,Budhanilkantha,3,5,3,2053.5,13,West
21500000,Budhanilkantha,3,3,5,1129.425,13,West
34000000,Budhanilkantha,3,3,5,1369,13,West
35000000,Budhanilkantha,2.5,3,4,1369,13,West
35500000,Budhanilkantha,2.5,5,8,1369,13,West
45000000,Budhanilkantha,2.5,5,5,1369,13,West
21000000,Budhanilkantha,2.5,3,5,1796.81,13,West
39500000,Budhanilkantha,2.5,5,4,1500,13,West
39500000,Budhanilkantha,2.5,4,4,1711.25,13,West
25500000,Budhanilkantha,2.5,4,6,1711.25,13,West
55000000,Budhanilkantha,2.5,4,5,2395.75,13,West
37500000,Budhanilkantha,2.5,3,9,1860.98,13,West
60000000,Budhanilkantha,2.5,4,8,2139.06,13,West
16000000,Budhanilkantha,3,3,4,1112.3125,10,East
16000000,Budhanilkantha,3,3,3,941.1875,13,South West
16500000,Budhanilkantha,2.5,3,9,1711.25,14,South
18000000,Budhanilkantha,3,5,5,1112.3125,13,North
19000000,Budhanilkantha,3,4,8,1197.875,10,North
19000000,Budhanilkantha,2,3,4,1026.75,15,East
21800000,Budhanilkantha,3,6,5,1454.5625,12,North East
22000000,Budhanilkantha,3,4,6,1369,15,East
22500000,Budhanilkantha,2,3,4,1026.75,13,South
22500000,Budhanilkantha,3,5,5,1026.75,14,South East
22500000,Budhanilkantha,3,3,4,1090.921875,15,East
22500000,Budhanilkantha,3,6,6,1112.3125,18,North East
23000000,Budhanilkantha,3,3,4,1197.875,16,East
23500000,Budhanilkantha,2.5,3,6,1060.975,12,East
24000000,Budhanilkantha,2,3,4,1369,14,East
24500000,Budhanilkantha,2.5,3,3,1129.425,13,West
24500000,Budhanilkantha,2.5,4,6,1197.875,13,East
25000000,Budhanilkantha,2,5,7,1540.125,12,North West
25000000,Budhanilkantha,3,3,4,2738,13,West
25000000,Budhanilkantha,3,3,9,1026.75,13,South
25500000,Budhanilkantha,3,4,6,1796.8125,13,East
26500000,Budhanilkantha,3,6,6,1369,13,East
26500000,Budhanilkantha,2.5,4,4,1060.975,18,North
27000000,Budhanilkantha,3,6,6,1796.8125,14,East
28000000,Budhanilkantha,2.5,4,4,1026.75,13,South
28000000,Budhanilkantha,3,6,6,1369,13,South East
28000000,Budhanilkantha,3,3,5,1433.171875,13,North West
28500000,Budhanilkantha,2,3,3,1796.8125,18,South West
29000000,Budhanilkantha,2.5,5,6,1095.2,12,North
29000000,Budhanilkantha,3,5,5,1711.25,14,South
29800000,Budhanilkantha,3,5,5,1369,15,East
29900000,Budhanilkantha,3,6,7,1711.25,20,South West
30000000,Budhanilkantha,2.5,4,5,1711.25,13,South West
30500000,Budhanilkantha,2,5,5,1369,13,West
30500000,Budhanilkantha,3,4,4,1711.25,15,North East
